序号,机构logo,"供应商全称
",机构名,"供应商性质
（直媒/集采/独代）",当前政策梯度,供应商开票内容,供应商开票信息,24年政策,,25年政策,,24年合作情况,,25年合作情况,,"签框前
累量金额
（针对新签约供应商）",税率(%),返点账期,支付账期,是否代下单,代下单服务费,一级对接人,,,,二级对接人,,,年框合同信息,,,,,,,,资源类型,资源属性,可合作平台,,,,,,,,,,供应商简介,2025年刊例链接,,,,,,,,,,,,
51,,北京微播易科技股份有限公司,微播易,集采,20%≤X＜25%,信息服务费,,"0-500w：20%
500w以上：25%",0-500w：20%,,,"2,526,600","2,526,600",,,,6,1个月,3个月,是,/,yuki,,,wyq742766245,马筱宇,第三事业部总经理,Xiaoyu_8519,2024/7/1,2025/6/30,-122,"机构：微播易
机构类型：集采

2025年政策：
折扣下单，85折起（由于目前合作基本是微博，微博他们利润低，机构无法给到和之前一样的政策）

1、今年政策比去年还差，绝对不可以；
2、全行业都知道微博利润空间是最大的（代理价7折以下还外加达人返点，随随便便利润空间渠道百分之四五十），以微博利润低的理由无法接受@邓惠雅
返点账期：不返点，走折扣下单
支付账期：3个月
开票内容：
第二优先级：*（其他）现代服务*信息服务费
发票税率：6% 
是否可配合比价：可
是否可代下单：是
年框时间：2025.8.1-2027.7.31",不建议签框，对方无法提高政策,2025/9/12,viya,,,,√,√,√,√,√,√,√,√,,,,,,,无,/,/,/,/,,,,,
52,,广州快鱼传媒有限公司,快鱼传媒,独代,25%≤X＜30%,信息服务费,,"
政策
全平台（抖音、小红书、快手、视频号拉齐）返点25，
短剧出了新政策：3-5集返点30% 6-75集返点35% 8集+的返点40%","政策
全平台（抖音、小红书、快手、视频号拉齐）返点25，
短剧出了新政策：3-5集返点30% 6-75集返点35% 8集+的返点40%",,,0,0,,,,6,1个月,/,否,/,邹慧华,,13555686942m@sina.cn,,邱少康,商务总监,13250640678,,,,"机构：快鱼传媒
机构类型：独代

2025年政策（由于此前无单量，政策与去年保持一致）：
全平台（抖音、小红书、快手、视频号拉齐）返点25，（沟通拉齐到30%@邓惠雅）
短剧出了新政策：3-5集返点30% 6-75集返点35% 8集+的返点40%
返点账期：1个月
支付账期：无
开票内容：*（其他）现代服务*信息服务费
发票税率：6% 
是否可配合比价：可
是否可代下单：否
年框时间：2025.8.1-2027.7.31",换siri沟通,2025/8/21,SIRI,,"生活,剧情",短剧,√,√,,,,,,√,,,可做短剧,,,快鱼传媒【剧情】3月.xlsx,【快鱼传媒】【剧情】4月.xlsx,快鱼传媒【 剧情&定制短剧&专场直播 】5月刊例 - 副本.xlsx,快鱼传媒【 剧情&定制短剧&专场直播 】5月刊例 - 副本.xlsx,快鱼传媒【剧情】7月.xlsx,广州快鱼【 剧情&定制短剧 】8月刊例(3).xlsx,,,,,
53,,北京二咖传媒文化有限责任公司,二咖传媒,独代,20%≤X＜25%,信息服务费,,"机构：二咖传媒
机构类型：综合型
独家政策：小红书和抖音拉齐20%
可以外采（但是要根据具体项目聊）不能代下单","机构：二咖传媒
机构类型：综合型
独家政策：小红书和抖音拉齐20%
可以外采（但是要根据具体项目聊）不能代下单","全平台机构自营/独家签约账号拉齐政策：
抖音&快手-裸价25%
小红书-裸价20%","抖音&快手-裸价25%
小红书-裸价20%","288,000","288,000",,,,6,1个月,/,否,/,李冬雪,商务总监,luozijing@erka-bj.com,MiMi-Li02,李冬雪,商务总监,MiMi-Li02,,,,合同已寄出，待归档,,2025/9/26,鑫豪,,"母婴,美妆,时尚,生活,美食,数码,剧情","测评,探店,海归,高学历,电视台/电台主持人,演员,情侣,演员表演,专业化妆师/造型师,留学生,（前）女团成员,文化差异,海外,模特,穿搭,运动员",,,,,,,,,,,,二咖传媒-2025年1月刊例（第一版）.xlsx,二咖传媒-2025年2月刊例（第一版）.xlsx,二咖传媒-2025年3月刊例（第一版）.xlsx,【二咖传媒】-2025年4月刊例（第一版）.xlsx,二咖传媒-2025年5月刊例（第二版）.xlsx,二咖传媒-2025年6月刊例（第一版）.xlsx,二咖传媒-2025年7月刊例(第二版).xlsx,二咖传媒-2025年8月刊例（第一版）.xlsx,,,,,
54,,上海超会元文化有限公司,超会文化,独代,20%≤X＜25%,现代服务*信息服务费,,政策：抖音25%、 小红书和b站：20 ,政策：抖音25%、 小红书和b站：20 ,,,,不需要累量,,,,6,1个月,/,否,/,阿甘,商务,247884523@qq.com,15674794336,张琪,商务总监,Kyrie_788,,,,"机构：超会文化mcn
机构类型：独家账号运营，纯mcn
政策：30%（个别25%，合同内可附上名单）
支付账期：1个月
返点账期：1个月
开票内容：现代服务*信息服务费
发票税率：6% 
是否可配合比价：可
是否可代下单：否
年框起始时间：2025/8/11-2026/8/11
@林诗茹可推进签署",合同对接中,2025/9/3,SIRI,,"汽车,时尚,生活,美食,旅行,二次元,剧情,游戏","外国人,电视台/电台主持人,演员,舞蹈,电竞,二次元,科普,歌手/音乐,台球,虚拟主播,游戏解说",√,√,,√,√,√,,√,√,,,,,【超会文化】2025年3月独家刊例.xlsx,【超会文化】2025年4月独家刊例.xlsx,【超会文化】2025年5月独家刊例.xlsx,小溪传媒-2025年6月抖音-小红书母婴家居..xlsx,【超会文化】2025年7月独家刊例.xlsx,【超会文化】2025年8月独家刊例.xlsx,,,,,
55,,星榜互娱（成都）文化传媒有限公司,星榜互娱,独代,20%≤X＜25%,现代服务*信息服务费,,"机构：星榜互娱
机构类型：综合型
独家政策：抖音小红书拉齐25%
返点账期：1个月
不外采不代下单
政策可以到30%吗？","独家政策：抖音小红书拉齐25%
返点账期：1个月
不外采不代下单
政策可以到30%吗？",,,"15,000","15,000",,,,6,1个月,/,否,/,陈佳红,,chenjiahong@starrank.cn,,何金孟,商务总监,hjm0210123,,,,"机构：星榜互娱
机构类型：综合型（可外采，不代下单）
政策：抖音小红书25%（按30%沟通@邓惠雅）
支付账期：1个月
返点账期：1个月
开票内容：*（其他）现代服务*信息服务费
发票税率：6% 
是否可配合比价：可
是否可代下单：否
年框起始时间：2025.8.1-2027.6.31
该机构无累量政策，由于是签约公司不属于自孵化利润相对较低，统一年框是25%年框时间：2025.8.1-2027.7.31
抖音要30%，小红书可接受25%@林诗茹",换siri沟通,2025/9/26,SIRI,,"汽车,美妆,时尚,生活,美食,家居,数码,二次元,剧情","探店,coser,大学生,演员,舞蹈,（前）女团成员,模特,穿搭,变装,运动健身,高中生",√,√,,,,,,,,,,,,星榜互娱达人刊例.xlsx,【星榜互娱】达人刊例（外刊）.xlsx,5月星榜互娱达人刊例.xlsx,6月星榜互娱达人刊例.xlsx,星榜互娱7月独家达人刊例更新.xlsx,8月星榜互娱达人刊例（外刊）.xlsx,,,,,
56,,上海一簇传媒有限公司,发光星球,独代,20%≤X＜25%,现代服务*信息服务费,,"机构：发光星球
只做小红书（可外采不可代下单）
机构类型：家居家电垂类、母婴垂类
独家政策：
小红书不低于20%

外采政策返点区间：15-20%（可根据项目聊）","独家政策：
小红书不低于20%

外采政策返点区间：15-20%（可根据项目聊）","机构：发光星球
只做小红书（可外采不可代下单）
机构类型：家居家电垂类、母婴垂类
独家政策：
小红书不低于20%

外采政策返点区间：15-20%（可根据项目聊）","独家政策：
小红书不低于20%

外采政策返点区间：15-20%（可根据项目聊）","197,680",0,,,,6,1个月,/,否,/,楚然,,zhouchuran@yicumedia.com,,李一南,渠道商务总监,19925191720,2024/11/1,2025/10/31,1,已归档,,,SIRI,一簇.pdf,"母婴,时尚,生活,亲子,家居,萌宠","测评,探店,演员,情侣,手工手作,穿搭,歌手/音乐,沉浸式",,√,,,,,,,,,,发光星球-【一簇传媒2025】1月刊例（0123）.xlsx,发光星球-【一簇传媒2025】2月刊例（0221）.xlsx,发光星球-【一簇传媒2025】3月刊例（0303）.xlsx,【发光星球】【一簇传媒2025】4月刊例（0401）.xlsx,【一簇传媒2025】5月刊例（0523）.xlsx,【一簇传媒2025】6月刊例（0603）.xlsx,【一簇传媒2025】7月刊例（0701）.xlsx,【一簇传媒2025&发光星球】8月刊例（0801）.xlsx,,,,,
57,,曦禾互动科技（北京）有限公司,上海美趣文化传媒有限公司、曦禾互动科技（北京）有限责任公司、上海一颗丸子文化传媒有限公司,独代+集采,20%≤X＜25%,现代服务*信息服务费,,"机构：曦禾互动
独家政策：抖音：25%，小红书：不低于20%
外采政策：小红书和抖音不低于20%
可外采不代下单
返点账期：1个月
合同期限：2024.07-2025.07",独家政策：抖音：25%，小红书：不低于20%外采政策：小红书和抖音不低于20%可外采不代下单返点账期：1个月,,,"153,800","153,800",,,,6,1个月,1个月,是,/,王浩均,总经理,wanghaoyun@lightre.cn,15810675295,王浩均,总经理,15810675295,2024/8/1,2025/7/31,-91,"机构：曦禾互动
机构类型：独代+集采

2025年政策：
政策：抖音小红书25%
（按30%沟通@邓惠雅）
可外采不代下单

返点账期：3个月
支付账期：无
开票内容：*（其他）现代服务*信息服务费
发票税率：6% 
是否可配合比价：是
是否可代下单：否
年框时间：2025.8.1-2027.7.31",换siri沟通,2025/9/3,SIRI,,"母婴,美妆,时尚,生活,美食,亲子,家居,数码,萌宠","测评,探店,大学生,外国人,电视台/电台主持人,情侣,舞蹈,插画师,设计师,二次元,海外,摄影师,混血萌娃,手工手作,古装/古风/国风,穿搭,AI,运动健身,地方/行业资讯,沉浸式,烘焙师,调酒师",,√,,,,,,,,,,曦禾互动25年1月小红书刊例📌.xlsx,曦禾互动25年2月小红书刊例📌.xlsx,曦禾互动25年3月小红书刊例📌.xlsx,【曦禾互动】25年4月小红书刊例📌.xlsx,曦禾互动 5月小红书刊例全刊📌.xlsx,暂无,【ACE】25年7月小红书刊例📌 .xlsx,【ACE】25年8月小红书刊例📌 .xlsx,,,,,
58,,天津创易无限文化传播有限公司 ,创易无限,独代,X≥30%,现代服务*信息服务费,,"机构：创易无限
机构类型：综合型
政策：
0-100w：30%
100-200w：33

签约达人：单独询价，享受大盘累计返点政策      
返点账期：1个月
返点政策有效时间：2024年7月1日-2024年12月31日止","政策：
0-100w：30%
100-200w：33

签约达人：单独询价，享受大盘累计返点政策      
返点账期：1个月",,,0,0,,,,6,1个月,/,否,/,蔡卓颐,华南负责人,cairunru3@yiche.com,13632398383, 李威 ,易车副总裁,186 0058 6643,,,,"25年框架沟通中，待对方反馈拼框结果
@林诗茹海南易车、上海易车、创意无限，是否所有主体能够邮件确认一个政策反馈",政策沟通中,2025/1/3,SIRI,,汽车,"科普,地方/行业资讯",√,,√,√,,,,√,,,,创易无限-2025年1月创易无限机构刊例.xlsx,创易无限-2025年2月创易无限机构刊例.xlsx,创易无限-2025年3月创易无限机构刊例.xlsx,【创易无限】2025年4月创易无限机构刊例.xlsx,2025年5月创易无限机构刊例0429.xlsx,2025年6月创易无限机构刊例0529.xlsx,2025年7月创易无限机构刊例0630.xlsx,2025年8月创易无限机构刊例0730.xlsx,,,,,
59,,江西小溪文化传媒有限公司,小溪文化,集采,25%≤X＜30%,现代服务*信息服务费,,"机构类型：综合型
政策：
1、自营孵化的抖音、视频号、小红书达人合作返点25%起，一年采买量达到200万起的话可以给到30%。
2、野生账号或集采账号返点不低于20%，一年合作金额超过100万的话，可以多给返点2%，超过200万的话返点3个点。","机构类型：综合型
政策：
1、自营孵化的抖音、视频号、小红书达人合作返点25%起，一年采买量达到200万起的话可以给到30%。
2、野生账号或集采账号返点不低于20%，一年合作金额超过100万的话，可以多给返点2%，超过200万的话返点3个点。",,,"791,280","791,280",,,,6,1个月,1个月,是,/,吴文,营销副总,wuwen@xxcm.work,15979535995,熊循徳,总经理,15070881621,2024/9/1,2025/8/31,-60,已归档,,,SIRI,小溪文化.pdf,"汽车,母婴,美妆,时尚,生活,美食,亲子,家居,数码,萌宠,旅行,二次元,剧情,影视娱乐,三农,游戏","测评,探店,海归,高学历,企业/品牌创始人,媒体主编/创始人,舞蹈,作家,节目嘉宾,医生,留学生,营养师,二次元,海外,摄影师,穿搭,运动员,歌手/音乐,运动健身,沉浸式,心理咨询师",√,√,,√,,,,,,,,,小溪优质野生kol部分资源库（吴文15979535995）(2月份刊例).xls,小溪传媒kol部分资源库（吴文15979535995）(3月份刊例)(1).xls,【小溪】传媒kol部分资源库(4月份刊例).xls,小溪-2025年5月抖音-小红书母婴家居..xlsx,小溪传媒-2025年6月抖音-小红书母婴家居..xlsx,小溪传媒kol部分资源库(7月份刊例).xls,亿购-8月抖音-小红书-视频号-Tiktok（母婴-家居）.xlsx,,,,,
60,,江西沐青文化传媒有限公司,麦麦文化,集采,20%≤X＜25%,现代服务*信息服务费,,"机构：麦麦文化
机构类型：集采型（可外采可代下单）


外采政策：
1：0-150w，返点不低于20%
2:超过150w部分：150w-350w：返点不低于23%
3-超过350w部分：350-700w：返不低于25%

代下单帐期：三个月
签约时间：12个月","机构：麦麦文化
机构类型：集采型（可外采可代下单）


外采政策：
1：0-150w，返点不低于20%
2:超过150w部分：150w-350w：返点不低于23%
3-超过350w部分：350-700w：返不低于25%

代下单帐期：三个月
签约时间：12个月",,,"638,900","638,900",,,,6,1个月,3个月,是,/,杨万荣,商务主管,1500800750@qq.com,"电话:18317901759
微信号:ywr1205clj0531",李文旺,商务经理,Wen-Ricardo,2024/9/1,2025/8/31,-60,已归档,,,SIRI,盖章版【沐青文化】2024年社会化媒体年度代理协议书.pdf ,"汽车,母婴,美妆,时尚,生活,美食,家居,数码,萌宠,旅行,二次元,财经,新闻资讯,游戏",,√,√,,√,,,,,,,,,麦麦文化-2月刊例.xlsx,沐青文化2025年3月刊例.xlsx,【小溪】传媒kol部分资源库(4月份刊例).xls,麦麦文化刊例【巳巳如意】.xlsx,暂无,沐青2025年7月刊例(1).xlsx,沐青文化2025年8月刊例(1).xlsx,,,,,
61,,长沙浪里个浪文化传媒有限公司,拾贝者,独代,X≥30%,现代服务*信息服务费,,"机构类型：综合型
政策：全平台拉齐30%（抖音、小红书、微博、公众号）
不能代下单不能外采
返点账期：1个月
开票内容：广告发布费
发票税率：含税6%
是否可配合比价：否","机构类型：综合型
政策：全平台拉齐30%（抖音、小红书、微博、公众号）
不能代下单不能外采
返点账期：1个月
开票内容：广告发布费
发票税率：含税6%
是否可配合比价：否",,,"1,200,000",0,,,,6,1个月,/,否,/,李鑫,商务,1002402810@qq.com,18501914188,饭饭,商务总监,fanfan778,2024/9/1,2025/8/31,-60,已归档,,,SIRI,浪里个浪.pdf,"汽车,美妆,时尚,生活,数码","测评,高学历,电视台/电台主持人,企业/品牌创始人,情侣,专业化妆师/造型师,医生,留学生,（前）女团成员,（前）空姐,音乐剧演员,海外,模特,选美冠军,穿搭,运动员,运动健身",√,√,√,,,,,,,,,"拾贝者-2025年1月长沙拾贝者自孵化刊例(美妆护肤母婴成分汽车)(1).xlsx
拾贝者-泽旭传媒2025年1月刊例.xlsx","拾贝者-2025年2月长沙拾贝者自孵化刊例(美妆护肤母婴成分汽车)（最新）.xlsx
拾贝者-泽旭传媒2025年2月刊例.xlsx",2025年3月拾贝者&泽旭&青鸽独家自孵化刊例.xlsx,【小溪】传媒kol部分资源库(4月份刊例).xls,2025年5月长沙拾贝者&泽旭自孵化刊例.xlsx,"2025年6月长沙拾贝者自孵化刊例.xlsx
2025年6月泽旭自孵化刊例.xlsx",2025年7月拾贝者自孵化刊例.xlsx,2025年8月拾贝者自孵化刊例.xlsx,,,,,
62,,海南明舟信息技术有限公司,易车,独代,25%＜X≤30%,现代服务*信息服务费,,"合同时间：24年9月-24年12月
MCN视频号框架梯度：
0 < T≤500，返点为25%
500 < T≤1000，返点为27%，
1000＜T，返点30%
支付账期：内容发布后30天
返点账期：季结
外采资源可以一起累框",,,,0,0,,,,6,1个月,/,否,/,梁文柱,,liangwz@yiche.com,,梁 璐,总经理,18532867622,,,,北京易车主体,政策沟通中,2025/1/2,SIRI,,汽车,,√,√,,,,,,,,,,,,易车-【可独立售卖】-公关账号售卖列表-更新3.14.xlsx,【易车】MCN商业达人库.xlsx,,易车MCN商业达人-渠道表6月V2.xlsx,7.5,易车MCN商业达人-渠道表8月.xlsx,,,,,
63,,深圳市青年力量传播有限公司,青年力量,独代+集采,25%≤X＜30%,现代服务*信息服务费,,"独家政策抖音不低于25%
外采政策：不低于20%
可以外采可以代下单
代下单账期：3个月
返点账期：1个月","独家政策抖音不低于25%
外采政策：不低于20%
可以外采可以代下单
代下单账期：3个月
返点账期：1个月",,,"12,440,000","3,120,000",,,,6,1个月,3个月,是,/,袁东昇,商务组长,915128124@qq.com,YP-TEVE,袁东昇,商务组长,YP-TEVE,,,,梁云涛一直约见面,沟通暂缓,2025/5/20,SIRI,,"母婴,美妆,时尚,家居,数码,萌宠,三农","测评,探店,外国人,演员,情侣,插画师,二次元,海外,方言,科普,手工手作,一人多角,穿搭,漫画,滑板,运动健身,配音,asmr,调酒师,非遗文化",√,√,,,,,,,,,,,,青年力量（奥特家族）刊例v5.3.1.xlsx,【青年力量】（奥特家族）刊例v5.4.1.xlsx,青年力量（奥特家族）刊例v5.5.1.xlsx,青年力量（奥特家族）刊例v5.6.1.xlsx,青年力量（奥特家族）刊例v5.7.1.xlsx,【青力】奥特家族-刊例 +野达-8月.xlsx,,,,,
64,,北京星赢文化传媒有限公司,星赢文化,独代,20%≤X＜25%,现代服务*信息服务费,,"【抖音、小红书、头条号】
-张昕宇梁红、大飙车：基础返点 20%，ip 项目可定制政策
-其他刊例账号：30%
【视频号】：刊例账号不低于25%
【懂车帝】：刊例账号不低于20%
外采资源（全平台）：返点不低于 20%，视具体账号确认具体政策
3、账期：
支付账期：平台预充值下单
返点账期：1个月","【抖音、小红书、头条号】
-张昕宇梁红、大飙车：基础返点 20%，ip 项目可定制政策
-其他刊例账号：30%
【视频号】：刊例账号不低于25%
【懂车帝】：刊例账号不低于20%
外采资源（全平台）：返点不低于 20%，视具体账号确认具体政策
3、账期：
支付账期：平台预充值下单
返点账期：1个月","【抖音、小红书、头条号】
-张昕宇梁红、大飙车：基础返点 20%，ip 项目可定制政策
-其他刊例账号：30%
【视频号】：刊例账号不低于25%
【懂车帝】：刊例账号不低于20%
外采资源（全平台）：返点不低于 20%，视具体账号确认具体政策
3、账期：
支付账期：平台预充值下单
返点账期：1个月","【抖音、小红书、头条号】
-张昕宇梁红、大飙车：基础返点 20%，ip 项目可定制政策
-其他刊例账号：30%
【视频号】：刊例账号不低于25%
【懂车帝】：刊例账号不低于20%
外采资源（全平台）：返点不低于 20%，视具体账号确认具体政策
3、账期：
支付账期：平台预充值下单
返点账期：1个月",0,0,,,,6,1个月,/,否,/,梁 璐,总经理,lianglu@bjstarwin.com,18532867622,梁 璐,总经理,18532867622,2024/11/1,2025/10/30,0,已归档,,,鑫豪,2025年+北京星赢文化传媒有限公司年度框架协议双盖版.pdf ,汽车,"测评,电视台/电台主持人,作家",√,,,√,,√,,,√,今日头条,,,,星赢MCN-3月刊例-0301.xlsx,【小溪】传媒kol部分资源库(4月份刊例).xls,星赢MCN-5月刊例0529.xlsx,星赢MCN-6月刊例0603.xlsx,星赢MCN-7月刊例0702xlsx.xlsx,星赢MCN-8月刊例0804.xlsx,,,,,
65,,上海楼满花传媒科技有限公司,fafahouse,独代+集采,20%≤X＜25%,现代服务*信息服务费,,"机构：fafa house
独家政策：抖音25 
小红书汽车类25 非汽车类20
外采政策：不低于15%
支付账期：1个月
返点账期：1个月","机构：fafa house
独家政策：抖音25 
小红书汽车类25 非汽车类20
外采政策：不低于15%
支付账期：1个月
返点账期：1个月",抖音25%小红书25%,抖音25%小红书25%,0,0,,,,6,1个月,1个月,是,/, 白慕清,,ruby@fafahouse.com,,ruby,商务主管,jinjin97050121,2025/1/1,2025/12/31,62,已归档,,2025/9/26,鑫豪,【供应商-年框合同审批-数字】上海楼满花传媒科技有限公司+年框供应商+2025年8月+2025年社会化媒体年度代理协议书-一式四份-批注版.pdf ,"美妆,时尚,家居","海归,高学历,企业/品牌创始人,演员,情侣,专业化妆师/造型师,留学生,（前）女团成员,恋综嘉宾,模特,穿搭,歌手/音乐,教师,混血",√,√,,,,,,,,,,FAFA HOUSE 2025-1月刊例 1.10.xlsx,FAFA HOUSE 2025-2月刊例 1.22.xlsx,FAFA HOUSE 2025-3月刊例 2.28.xlsx,【FAFA HOUSE】 2025-4月刊例3.28.xlsx,FAFA HOUSE 2025-5月刊例5.13.xlsx,FAFA HOUSE 2025-6月刊例5.28.xlsx,FAFA HOUSE 2025-7月刊例6.27(1).xlsx,FAFA HOUSE 2025-8月刊例7.28.xlsx,,FAFA HOUSE 2025-10月刊例10.9.xlsx,,,
66,,烟台方片八新媒体公司,方片新媒体,独代+集采,20%≤X＜25%,现代服务*信息服务费,,"0-120w，自营账号不低于20% 签约15% 
120W以上：自营账号不低于20%签约20%",0-120w，自营账号不低于20% 签约15% ,"0＜R≤60万
20%
60＜R≤90万
22%
R＞90万
23%",0＜R≤60万20%,"358,191",0,,,,6,1个月,/,否,/,徐沐远,VP,fangpianMUYUAN@163.com,apple020616,徐沐远,VP,apple020616,2025/1/1,2025/12/31,62,已归档,,,SIRI,方片25年框.pdf,"母婴,美妆,时尚,生活,家居,萌宠,旅行,二次元,漫画,游戏","探店,情侣,插画师,二次元,摄影师,手工手作,古装/古风/国风,穿搭,学习,露营",,√,,,,,,,,,,【方片新媒体】1月刊例 .xlsx,【方片新媒体】2.19总刊例.xlsx,【方片新媒体】3.3总刊例.xlsx,【小溪】传媒kol部分资源库(4月份刊例).xls,【总】方片新媒体当月刊例5.29.xlsx,【总】方片新媒体当月刊例6.3.xlsx,【方片新媒体】7月刊例(1).xlsx,方片新媒体刊例【总】8.4.xlsx,,,,,
67,,南京西西里文化传媒有限公司,西西里,独代,X≥30%,广告服务*广告发布费 ,,"机构名称：西西里
机构资源类型：综合型
政策：独家资源（不能外采）
抖音、快手拉齐30%，小红书25%
微信（走互选平台）：头条：刊例价5折，次条4折
返点账期： 次月结（蓝票6%，信息服务） 
开票内容：广告服务*广告发布费","机构名称：西西里
机构资源类型：综合型
政策：独家资源（不能外采）
抖音、快手拉齐30%，小红书25%
微信（走互选平台）：头条：刊例价5折，次条4折
返点账期： 次月结（蓝票6%，信息服务） 
开票内容：广告服务*广告发布费",全平台机构自营/独家签约账号拉齐政策：30%，包含抖音，小红书，快手，公众号平台,全平台机构自营/独家签约账号拉齐政策：30%，包含抖音，小红书，快手，公众号平台,"470,000",0,,,,6,1个月,1个月,否,/,符浩,商务经理 ,fuhao@xicily.com,17761703043,贲银银,商务主管,xicily277,2025/1/1,2025/12/31,62,已归档,,2025/8/21,鑫豪,双盖版【供应商-年框合同审批-数字】南京西西里文化传媒有限公司+年框供应商+2025年6月+2025年社会化媒体年度代理协议书-一式四份-批注版.pdf ,"美妆,时尚,家居","测评,演员,节目嘉宾,专业化妆师/造型师,设计师,高级皮肤管理师,（前）空姐,模特,地方/行业资讯",√,√,√,,,,,√,,,,西西里传媒2025年2月刊例0208版.xlsx,西西里传媒2025年2月刊例0208版.xlsx,西西里传媒2025年3月刊例「科技数码+家居+汽车+美妆」.xlsx,【西西里】传媒2025年4月刊例美妆+科技数码+家居vlog+汽车.xlsx,西西里传媒2025年5月刊例0516版.xlsx,2_西西里传媒2025年6月刊例0527版.xlsx,西西里传媒2025年7月刊例0625版（压缩版）.xlsx,西西里传媒「数码+美妆+汽车+生活」.xlsx,,,,,
68,,长沙松柏之志传媒有限公司,西瓜美妆,独代,25%≤X＜30%,广告服务*广告发布费 ,,0-100w：抖音、小红书27%100w以上：小红书和抖音拉齐30%,"0-100w：抖音、小红书27%
100w以上：小红书和抖音拉齐30%",,,0,0,,,,6,1个月,2个月,否,/,翁锦鸿,,1095488128@qq.com,,罗津,商务总监,Supernren,,,,小红书和抖音拉齐30%,入库跟进中,2025/9/12,SIRI,,"美妆,时尚,家居","测评,大学生,电视台/电台主持人,演员,情侣,专业化妆师/造型师,留学生,营养师,高级皮肤管理师,（前）空姐,音乐剧演员,海外,舞蹈老师,模特",√,√,,,,,,,,,,西瓜-1月【西瓜创想&新知觉】2025年刊例 金金.xlsx,西瓜-金金【西瓜创想&新知觉】2025年2月刊例.xlsx,3月刊例【西瓜创想&新知觉】金金.xlsx,【西瓜创想&新知觉】2025年4月份刊例.xlsx,【西瓜创想&新知觉】2025年5月刊例 金金.xlsx,【西瓜创想&新知觉】2025年6月刊例  金金.xlsx,【西瓜创想&新知觉】2025年7月刊例 金金.xlsx,【西瓜创想&新知觉】2025年8月刊例商务福泽vx：hav375.xlsx,,,,,
70,,深圳市快美妆科技有限公司,快美妆,独代,25%≤X＜30%,广告服务*广告发布费 ,,"合作时间：2024年11月1日-2025年12月31日
2、合作政策：
【针对快美独家签约资源-抖音、小红书、B站、视频号等】
汽车客户，返点30%
美妆类、美容仪类客户，返点20%
其余类型客户，返点25%
（以上可根据项目另外沟通返点比例）
3、账期：
支付账期：平台预充值（针对有需要的项目可单独沟通提供账期）
返点账期：1个月
4、资源类型：美妆、家居生活、时尚穿搭、汽车
5、暂不支持外采与代下单","合作时间：2024年11月1日-2025年12月31日
2、合作政策：
【针对快美独家签约资源-抖音、小红书、B站、视频号等】
汽车客户，返点30%
美妆类、美容仪类客户，返点20%
其余类型客户，返点25%
（以上可根据项目另外沟通返点比例）
3、账期：
支付账期：平台预充值（针对有需要的项目可单独沟通提供账期）
返点账期：1个月
4、资源类型：美妆、家居生活、时尚穿搭、汽车
5、暂不支持外采与代下单","合作时间：2024年11月1日-2025年12月31日
2、合作政策：
【针对快美独家签约资源-抖音、小红书、B站、视频号等】
汽车客户，返点30%
美妆类、美容仪类客户，返点20%
其余类型客户，返点25%
（以上可根据项目另外沟通返点比例）
3、账期：
支付账期：平台预充值（针对有需要的项目可单独沟通提供账期）
返点账期：1个月
4、资源类型：美妆、家居生活、时尚穿搭、汽车
5、暂不支持外采与代下单","合作时间：2024年11月1日-2025年12月31日
2、合作政策：
【针对快美独家签约资源-抖音、小红书、B站、视频号等】
汽车客户，返点30%
美妆类、美容仪类客户，返点20%
其余类型客户，返点25%
（以上可根据项目另外沟通返点比例）
3、账期：
支付账期：平台预充值（针对有需要的项目可单独沟通提供账期）
返点账期：1个月
4、资源类型：美妆、家居生活、时尚穿搭、汽车
5、暂不支持外采与代下单",0,0,,,,6,1个月,/,否,/,罗宏,销售经理,luohong@kuaimeizhuang.com,"电话：18503086942
微信：LH03305617",罗宏,销售经理,"电话：18503086942
微信：LH03305617",2024/11/1,2025/12/31,62,已归档,,,鑫豪,2025年+深圳快美妆&海南快美年度框架协议双盖版.pdf ,"美妆,时尚,家居","企业/品牌创始人,演员,专业化妆师/造型师,模特,穿搭,歌手/音乐,运动健身",√,√,,√,√,√,,√,,,,【VIP客户版】快美独家红人刊例（2025.01）.xlsx,【VIP客户版】快美独家红人刊例（2025.02）.xlsx,【VIP客户版】快美独家红人刊例（2025.03）.xlsx,【小溪】传媒kol部分资源库(4月份刊例).xls,【VIP客户版】快美独家红人刊例（2025.05）.xlsx,【VIP客户版】快美独家红人刊例（2025.06）.xlsx,【VIP客户版】快美独家红人刊例（2025.07）.xlsx,【VIP客户版】快美独家红人刊例（2025.08）.xlsx,,,,,
